chunk_id,document_id,section_id,section_title,chunk_index_in_section,chunk_text,risk_label,policy_labels,sector,split,pdf_file,page_start,page_end,bbox_json
TC_Document_Disclosure_85872_secI_chunk0,TC_Document_Disclosure_85872,secI,Basic Information for TC,0,"• Country/Region: BRAZIL • TC Name: Afroestima Impact Evaluation: a Promising case of Prodetur Salvador • TC Number: BR-T1632 • Team Leader/Members: Bettini Vicente, Juliana (CSD/RND) Team Leader; Rachter De Sousa Dias, Laisa (SCL/GDI) Alternate Team Leader; Pereira Libanio, Ana Tereza (SCL/GDI); Avila, Krysia A (LEG/SGO); Restrepo, Lisa Sofia (CSD/RND); Chavez, Elizabeth (CSD/RND); Diaz Gill Virginia Maria (LEG/SGO); Santana Araujo, Joana Kary (CSD/RND) • Taxonomy: Operational Support • Operation Supported by the TC: BR-L1412, BR-L1636. • Date of TC Abstract authorization: 23 Aug 2024.",no_risk,[],SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,1,1,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[102.05, 150.89, 527.48, 160.95], [102.05, 164.74, 292.36, 174.8], [78.55, 178.59, 526.46, 230.04], [78.55, 233.84, 331.9, 243.89], [78.55, 247.68, 339.9, 257.74], [78.55, 261.53, 304.9, 271.59]]}]"
TC_Document_Disclosure_85872_secI_chunk1,TC_Document_Disclosure_85872,secI,Basic Information for TC,1,"• Beneficiary: Municipality of Salvador, through its Secretary of Culture and Tourism • Executing Agency and contact name: Inter-American Development Bank • Donors providing funding: OC SDP Window 2 - Sustainability(W2A) • IDB Funding Requested: US$270,000.00 • Local counterpart funding, if any: US$0 • Disbursement period (which includes Execution period):36 months • Required start date: January-2025 • Types of consultants: Individual, Firms • Prepared by Unit: CSD/RND-Env, Rural Dev & Disaster Risk • Unit of Disbursement Responsibility: CSC/CBR-Country Office Brazil • TC included in Country Strategy (y/n): No • TC included in CPD (y/n): No • Alignment to the Institutional Strategy 2024-2030:Productivity and innovation; Social inclusion and equality",no_risk,[],SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,1,1,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[78.55, 275.38, 528.47, 285.44], [78.55, 290.28, 388.92, 300.34], [78.55, 304.13, 320.36, 314.18], [78.55, 319.03, 186.11, 329.08], [78.55, 343.23, 218.13, 353.28], [78.55, 357.08, 293.37, 377.48], [78.55, 381.28, 306.39, 391.33], [78.55, 395.13, 316.87, 405.18], [78.55, 408.98, 419.88, 419.03]]}]"
TC_Document_Disclosure_85872_secII_chunk0,TC_Document_Disclosure_85872,secII,Description of the Associated Loan,0,"2.1 Since 2017, the city of Salvador has been implementing a program aimed at increasing employment and income generated by tourism in the municipality, Prodetur Salvador (BR-L1412). The general objective of the program is to promote tourism development to increase income and formal employment generated for the population of Salvador, with an emphasis on local culture and Afro-descendants. The specific objectives are to increase the spending by tourists in Salvador, as well as the portion of that spending that benefits the community, particularly the Afro-descendant population, through the promotion of cultural and beach tourism, infrastructure improvement, and institutional support for tourism management. 2.2 With a range of varied actions, the program included specific activities aimed at qualifying workers and entrepreneurs for the tourism sector labor market.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,1,1,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 513.28, 522.01, 626.76], [147.03, 633.12, 507.37, 645.41]]}]"
TC_Document_Disclosure_85872_secII_chunk1,TC_Document_Disclosure_85872,secII,Description of the Associated Loan,1,"These specific projects aimed to qualify vulnerable workers for the tourism sector, as well as qualify entrepreneurs for Afro-ethnic tourism related activities (including a wide array of activities, such as gastronomy, culture, guiding services, etc.). Prodetur had its last disbursement in June 2024, and its PCR is under preparation. - 2 - 2.3 The IDB will also finance a second loan operation with the city, Salvador Capital Afro (BR-L1636), in design stage. The new Program aims to improve the quality of the experience of tourists visiting the municipality, as well as contribute to reducing the socioeconomic inequalities affecting the Afro-descendant population within the local tourism sector's value chain. The loan will include a component focused on Afro- tourism and is expected to be approved in 2025.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,1,2,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[242.95, 576.53, 462.74, 614.11], [163.64, 614.48, 199.7, 626.76], [108.0, 633.12, 522.01, 708.66]]}, {""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 72.36, 522.0, 147.89], [108.0, 191.55, 522.01, 229.14], [222.51, 235.5, 370.81, 247.79]]}]"
TC_Document_Disclosure_85872_secIII_chunk0,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,0,"3.1Objective. The objective of this TC is to develop and implement an impact evaluation of the Afroestima Training Program (AFE), financed by operation BR-L1412 (Prodetur Salvador), and provide inputs for the design of optimal interventions under the scope of the new loan in preparation, BR-L1636 (Salvador Capital Afro). 3.2Main questions to be focused. The evaluation aims to compare what happened to individuals who were trained by the AFE with what would have happened to those same individuals that had not taken the training course. Using technical resources, we will evaluate five training cycles carried out in the AFE, financed between 2021 and 2024, with the aim of answering some key questions: Was the AFE successful in increasing the average income and employability of those trained? Are there heterogeneous effects - men vs women, spec. age groups, different levels of education?",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 191.55, 522.01, 229.14], [108.0, 235.5, 509.24, 323.68]]}]"
TC_Document_Disclosure_85872_secIII_chunk1,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,1,"Was the AFE capable of increasing formalization and accreditation of participants? 3.3Justification and theory of change. Public training policies for owners of small and medium-sized businesses have become common around the world, especially in developing countries. Such initiatives are mostly aimed at increasing productivity, income, and the skills of more vulnerable workers. According to the literature, there are several reasons to believe that minorities benefit even more from these types of programs than non-minority populations. First, networks are generally an important asset for the success of businesses, and there is evidence that minorities have experienced smaller and less connected networks (Ibarra, 1993; Aldrich and Waldinger, 1990; Seidel, Polzer, and Stewart, 2000)1. Moreover, training programs for small and medium-sized businesses can provide access to knowledge that would otherwise be difficult for minorities to obtain (Card and Giuliano, 2016)2.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 355.34, 522.0, 481.47]]}]"
TC_Document_Disclosure_85872_secIII_chunk2,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,2,"Another important factor is that minorities are disproportionately exposed to self-employment and have less access to capital to start their businesses, thus potentially benefiting more from training (Dunn and Holtz-Eakin, 2000; Fairlie and Robb, 2007; Fairlie, 2006)3. Lastly, minorities may face discrimination from investors and consumers 1 IBARRA, HERMINIA (1993). ""Personal Networks of Women and Minorities in Management: A Conceptual Framework."" Academy of Management Review 18 (1): 56-87. ALDRICH, HOWARD E., & ROGER WALDINGER (1990). ""Ethnicity and Entrepreneurship."" Annual Review of Sociology 16 (1): 111-35. SEIDEL, MARC-DAVID L., JEFFREY T. POLZER, & KATHERINE J. STEWART (2000). ""Friends in High Places: The Effects of Social Networks on Discrimination in Salary Negotiations."" Administrative Science Quarterly 45 (1): 1-24. 2 CARD, DAVID, & LAURA GIULIANO (2016). ""Can Tracking Raise the Test Scores of High-Ability Minority Students?"" American Economic Review 106 (10): 2783-816.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 507.13, 522.0, 544.72], [104.4, 564.33, 522.01, 626.13], [104.4, 630.43, 522.0, 640.48]]}]"
TC_Document_Disclosure_85872_secIII_chunk3,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,3,"3 DUNN, THOMAS, & DOUGLAS HOLTZ-EAKIN (2000). ""Financial Capital, Human Capital, and the Transition to Self-Employment: Evidence from Intergenerational Links."" Journal of Labor Economics 18 (2): 282-305 FAIRLIE, ROBERT W (2006). ""Entrepreneurship among Disadvantaged Groups: Women, Minorities and the Less Educated."" In International Handbook Series on Entrepreneurship, Vol. 3. New York: Springer. FAIRLIE, ROBERT W., & ALICIA M. ROBB. 2007. ""Why Are Black-Owned Businesses - 3 - (Blanchflower, Levine, and Zimmerman, 2003; Brooks et al., 2014)4. Other studies have also shown that, in the short term, non-minorities benefit more from entrepreneurial training programs, but in the long term, the effect is much greater for women and non-whites.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 519.78, 522.0, 544.72], [310.18, 564.33, 399.28, 574.39], [256.87, 585.03, 331.41, 595.08], [427.11, 595.38, 455.63, 605.43], [104.4, 655.12, 522.0, 706.57]]}]"
TC_Document_Disclosure_85872_secIII_chunk4,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,4,"Although these findings are related to the program to be studied in this evaluation, AFE has slightly different aspects, such as part of the training program's curriculum focusing on the appreciation of Afro-Ethnic culture and tourism. In this regard, based on the positive results that programs focusing on socio- emotional aspects have achieved (Camargo et al, 2021; Barrera-Osorio et al, 2021), an even better outcome is expected from AFE compared to the above-mentioned evaluation articles. 3.4 The costs and benefits of these policies vary greatly from case to case, and it is difficult to predict their effect ex-ante. Nevertheless, they continue to be implemented in different countries and in different sectors, such as tourism and creative economies. Therefore, it is necessary to evaluate these policies for a better understanding of their effects and to identify areas for improvement.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,3,3,"[{""page"": 3, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 110.31, 522.01, 198.49], [108.0, 204.85, 522.01, 242.44]]}]"
TC_Document_Disclosure_85872_secIII_chunk5,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,5,"3.5The context of Salvador, Bahia. A study conducted by the IDB under the preparation of Prodetur Salvador5 shows that the leisure tourism chain in Salvador heavily relies on the Afro community for its existence and competitiveness in two ways: (i) as producers and owners of the unique cultural tourism content that distinguishes Salvador from other tourist destinations; and (ii) as the workforce, accounting for up to 77% of formal employees in the sector.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,3,3,"[{""page"": 3, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 148.26, 147.12, 160.54], [361.79, 230.15, 397.85, 242.44], [108.0, 274.1, 522.01, 374.93]]}]"
TC_Document_Disclosure_85872_secIII_chunk6,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,6,"However, the study also demonstrates that the Afro-descendant community faces racial inequality within the tourism industry: (i) they are the least benefited racial group (receiving 67% of tourist spending despite being 77% of formal employees, while other races, comprising 23% of formal employees, receive 33% of spending) and earn less (1.8 times less than other groups); (ii) they have less career progression and occupy fewer high positions than other races, even when they have similar educational levels; few access managerial positions, even in cultural activities (between 0.5 and 4% depending on the chain link); and (iii) they face high informality: for every formal Afro tourism employee, there are 0.8 informal ones, who suffer greater social vulnerability. The study also reveals that all these indicators of racial inequality worsen if the Afro-descendant is a woman.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,3,3,"[{""page"": 3, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 337.34, 522.01, 463.47]]}]"
TC_Document_Disclosure_85872_secIII_chunk7,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,7,"3.6 One of the actions financed by the Prodetur was the Afroestima (AFE), which aims to qualify Afro descendant individuals involved in businesses related to the tourism value chain in the capital of Bahia. Through the training of these individuals, the project aims to improve their income, enhance the recognition of the value of Afro culture to the tourism sector in Salvador, and to improve boost the self-esteem of those working in this sector, with a special focus on Afro-descendant women. Its conception was based on the Salvador Afro Tourism Plan, which identified gaps related to both the technical and business training of this population and low self-esteem. A total of 1,066 students Less Successful than White-Owned Businesses? The Role of Families, Inheritances, and Business Human Capital."" Journal of Labor Economics 25 (2): 289-323. 4 BLANCHFLOWER, DAVID G., PHILLIP B.",risk,"[""tourism_value_chains_and_smes""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,1,1,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[163.64, 551.23, 522.0, 626.76], [230.67, 633.12, 268.58, 645.41], [108.0, 645.77, 470.77, 683.36]]}]"
TC_Document_Disclosure_85872_secIII_chunk8,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,8,"LEVINE, & DAVID J. ZIMMERMAN (2003). ""Discrimination in the Small-Business Credit Market."" Review of Economics and Statistics 85 (4): 930-43. BROOKS, ALISON WOOD, LAURA HUANG, SARAH WOOD KEARNEY, & FIONA E. MURRAY (2014). ""Investors Prefer Entrepreneurial Ventures Pitched by Attractive Men."" Proceedings of the National Academy of Sciences 111 (12): 4427-31. 5 Afro-Descendant Inclusive Value Chain Analysis and Action Plan: increasing the pro-Afro impact of PRODETUR Salvador (Bahia, Brazil) - Final Report (2015) - 4 - have already been certified by the AFE, and it is estimated that by the end of 2024, the reach will be expanded to a total of 1,500 people. The training sessions were organized into learning paths, each containing a set of modules and topics. 3.7Methodology.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,3,3,"[{""page"": 3, ""w"": 612.0, ""h"": 792.0, ""rects"": [[141.55, 558.38, 434.97, 583.31], [239.47, 614.08, 283.48, 624.13], [90.0, 628.43, 522.0, 679.88], [90.0, 684.17, 508.76, 704.57]]}]"
TC_Document_Disclosure_85872_secIII_chunk9,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,9,"To conduct this evaluation, this TC intends to employ two separate methodologies: (i) Synthetic Differences-in-Differences + Matching; (ii) Stepped Synthetic Differences-in-Differences. 3.8 In the first method, we plan to use enrollment data of past participants as the treatment group (T). Due to the low representativeness of the waitlist (small sample), missing information will be corrected using synthetic control, creating a control group (C) with characteristics similar to the treated population. Historical data from the RAIS (Brazilian Registry of Employed and Unemployed Persons) and databases from the Salvador Economic Development Secretariat will be utilized for this modeling. 3.9 For the second method, the treatment group (T) remains the same, but the control group (C) will consist of yet untreated groups to be drawn from newly registered participants for the upcoming training cycle starting in August 2024 (approximately 350 participants).",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,4,4,"[{""page"": 4, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 141.61, 286.52, 153.9], [108.0, 160.26, 522.01, 235.79], [108.0, 242.15, 522.01, 279.74]]}]"
TC_Document_Disclosure_85872_secIII_chunk10,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,10,"Historical information from existing databases will be sought for this population, ensuring the creation of a control group with characteristics closer to those of the treated population. 3.10 It's worth mentioning that, although there is an established methodology for evaluating the effectiveness of similar tourism programs to generate employment and income (Castillo et al., 2015; Blackman et al., 2012; UNESCO, 2014), there is no specific assessment of the effects of training and development of Afro-entrepreneurship in the tourism sector, such as AFE, on income and labor supply of individuals. 3.11Strategic relevance. The IDB has as one of its strategic priorities to work to address the exclusion of Afro-descendants due to origin, racial or ethnic status. Projects like Afroestima include economic empowerment, identification of racial gaps through data collection and harmonization, and promotion of policy development at national and subnational levels.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,4,4,"[{""page"": 4, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 292.75, 480.61, 317.68], [108.0, 324.05, 522.0, 386.93], [108.0, 393.29, 522.0, 430.88]]}]"
TC_Document_Disclosure_85872_secIII_chunk11,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,11,"The proposed evaluation fills a crucial knowledge gap by investigating the impact of tourism projects with a racial focus, as there is a shortage of comprehensive studies that have systematically and empirically evaluated the effect of these training programs on the Afro descendant community, particularly in terms of increased income, employability, and possible heterogeneous effects. A specific evaluation of AFE is of utmost relevance for guiding better resource allocation in future Bank-financed operations, both in tourism sector or others related.6 3.12Data and main variables.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,4,4,"[{""page"": 4, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 443.89, 522.01, 532.07], [158.13, 538.43, 237.94, 550.72], [374.63, 576.38, 429.02, 588.66], [488.37, 589.03, 522.0, 601.31]]}]"
TC_Document_Disclosure_85872_secIII_chunk12,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,12,"The data to be used will be sourced from: RAIS (Registry of Employed and Unemployed Persons), information on formalization of micro- entrepreneurs provided by SEBRAE (Brazilian Support Service for Micro and Small Enterprises), CadÚnico (Unified Registry for Social Programs), Federal Revenue Service, as well as data from the Salvador Economic Development Secretariat related to beneficiaries of training programs conducted by the Municipality such as name, locality, race, gender, income, type of business . The Municipality has already shared with the IDB team data on the profile of the AFE beneficiaries in each cycle (1.066 people).",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,4,4,"[{""page"": 4, ""w"": 612.0, ""h"": 792.0, ""rects"": [[172.4, 507.13, 193.8, 519.42], [108.0, 538.43, 522.0, 651.91]]}]"
TC_Document_Disclosure_85872_secIII_chunk13,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,13,"This data set includes contact information and national registry identification 6 It is worth noting that, if possible, information from AfroBizz (a program aimed at Afro-entrepreneurs in the tourism sector in Salvador) will also be used and evaluated to enhance the robustness of the analyses, considering that most participants of AfroBizz also participated in Afroestima. - 5 - numbers, that will make possible the connection with other datasets previously mentioned - such as RAIS, CadÚnico, etc. Furthermore, the Municipality also possesses data from the survey of tourist demand, which includes valuable information about the population that can be utilized as context. Additionally, the registry of micro and small entrepreneurs in the city provides inputs such as profit data, challenges faced in business, and other relevant information. 3.13Strategic alignment.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,4,4,"[{""page"": 4, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 563.73, 522.0, 651.91], [104.4, 673.82, 522.0, 704.57]]}]"
TC_Document_Disclosure_85872_secIII_chunk14,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,14,"The TC is aligned with the IDB Group's Country Strategy with Brazil 2024-2027 (GN-3243-1), specifically with the specific objectives of strengthening policies for the protection and welfare of women and diverse population and empowering sustainable investments. Furthermore, the TC is consistent with the IDB Group's Institutional Strategy: Transformation for Scale and Impact (CA 631) and aligns with the objectives of: (i) reducing poverty and inequality; and (iii) fostering sustainable regional growth. The TC is also aligned with the following operational focus areas: gender equality and inclusion of diverse population groups; institutional capacity, rule of law and citizen security; social protection and human capital development.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,5,5,"[{""page"": 5, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 154.26, 522.01, 280.39]]}]"
TC_Document_Disclosure_85872_secIII_chunk15,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,15,"The TC is also aligned with the Ordinary Capital Strategic Development Program (OC SDP), Window 2, Priority Area 1: Climate Change and Environmental Sustainability (W2A) (GN-2819-14), especially with the priority area of inclusive social development and inclusive economic growth, considering it will generate knowledge products, data and relevant operational inputs to guide future interventions in those areas. Finally, the CT is aligned with the Tourism Sector Framework (GN-2779-12), especially in its area focused on expanding the economic benefits of tourism and its distribution to the most vulnerable groups. 3.14Synergies. Inputs provided by the studies conducted within the scope of this TC will also be valuable inputs for future programs developed by IDB Invest related to training and entrepreneurial assistance in the tourism sector, providing evidence-based data for future investment opportunities. 3.15Beneficiaries.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,5,5,"[{""page"": 5, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 280.75, 522.0, 368.93], [130.02, 375.29, 522.01, 412.88]]}]"
TC_Document_Disclosure_85872_secIII_chunk16,TC_Document_Disclosure_85872,secIII,Objectives and Justification of the TC,16,"The main beneficiary of the TC is the Municipality of Salvador, that will benefit from the results of studies conducted in order to better design future training interventions. The IDB and other financial institutions will also benefit from the results, considering the ample dissemination strategy to be conducted, and that results achieved might be widely adapted to other training programs contexts.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,5,5,"[{""page"": 5, ""w"": 612.0, ""h"": 792.0, ""rects"": [[333.72, 306.05, 478.52, 330.98], [237.0, 375.29, 522.01, 400.23], [123.9, 413.24, 152.02, 425.52], [108.0, 431.89, 522.01, 494.77]]}]"
TC_Document_Disclosure_85872_secIV_chunk0,TC_Document_Disclosure_85872,secIV,Description of activities/components and budget,0,"4.1 The activities to be financed by the TC have been grouped into two components as described below: 4.2Component 1: Impact assessment of the Afroestima program (US$200,000). This component focuses on the design and execution of the impact evaluation of the Afroestima program. The component will finance consultancy services aimed at (i) collecting the data needed to carry out the evaluation from both public databases (RAIS, Cadúnico, Receita Federal, etc.) and the information provided by Salvador Municipality; (ii) designing and implementing the selected methodologies. The expected result for this component is to establish the basis for an adequate impact assessment of AFE and to have methodologies selected and validated. 4.3Component 2: Analysis and dissemination of Impact Evaluation Results (US$70,000). This component aims to analyze and disseminate the results obtained through the impact evaluation of the Afroestima program.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,5,5,"[{""page"": 5, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 582.38, 522.0, 670.56], [108.0, 676.92, 522.0, 714.5]]}]"
TC_Document_Disclosure_85872_secIV_chunk1,TC_Document_Disclosure_85872,secIV,Description of activities/components and budget,1,"The component will finance - 6 - consultancy services to (i) carry out a detailed interpretation of the results, highlighting the main economic and social impacts achieved by the participants; (ii) prepare comprehensive reports that will include robust statistical analysis and explanatory graphs, as well as recommendations for improving public policies and future strategies focused on the tourism value-chain, specifically producing inputs for further incorporation under the BR-L1636. The main inputs generated through the analysis will be disseminated to internal audiences in the IDB Group so they can be incorporated in future program designs - not only in BR-L1636. The expected result for this component is to analyze and disseminate information on the impact assessment for both internal and external audiences, contributing for better planning of future interventions financed by the IDB and the Municipality of Salvador.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,6,6,"[{""page"": 6, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 72.36, 522.01, 198.49]]}]"
TC_Document_Disclosure_85872_secIV_chunk2,TC_Document_Disclosure_85872,secIV,Description of activities/components and budget,2,"4.4 In the case the Bank receives, manages or uses information containing personal data or sensitive information due to the activities that will be financed, those will be conducted ensuring compliance with the Bank's Personal Data Privacy Policy (GN- 3030), as well as coordinating with the VPF/ADS team. 4.5Costs. The estimated cost of the TC is of US$270,000, to be financed by the Ordinary Capital Strategic Development Program (OC SDP), Window 2, Priority Area 1: Climate Change and Environmental Sustainability (W2A) (GN-2819-14). The funds will be non- reimbursable and there is no local counterpart foreseen in the TC. The budget structure is presented in the following table: Indicative Budget Activity/Component Description IDB/Fund Funding Total Funding Component 1Impact assessment of the Afroestima programUS$200,000 US$200,000 Component 2Analysis and dissemination of Impact Evaluation ResultsUS$70,000 US$70,000 4.6Expected results.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,6,6,"[{""page"": 6, ""w"": 612.0, ""h"": 792.0, ""rects"": [[216.83, 198.85, 312.84, 211.14], [108.0, 217.5, 522.0, 267.74], [108.0, 274.1, 522.01, 336.98]]}]"
TC_Document_Disclosure_85872_secIV_chunk3,TC_Document_Disclosure_85872,secIV,Description of activities/components and budget,3,"Expected results derived from the analysis include an increase in the average income and employability of the participants, demonstrating the program's effectiveness in improving their economic conditions. It is expected to identify heterogeneous effects, with results varying between men and women, different age groups, and educational levels, revealing how different subgroups benefited from the training. Additionally, the AFE is anticipated to have contributed to the formalization and accreditation of participants, increasing their inclusion in formal and recognized employment, thus highlighting the program's positive impact on professionalization and the recognition of the participants' work. 4.7Sustainability. Evaluations designed and implemented through the TC will generate frameworks for the future assessment of such programs within the Municipality of Salvador.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,6,6,"[{""page"": 6, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 475.38, 522.0, 576.21], [108.0, 582.58, 521.99, 607.51]]}]"
TC_Document_Disclosure_85872_secIV_chunk4,TC_Document_Disclosure_85872,secIV,Description of activities/components and budget,4,The establishment of guidelines related to the registration and selection of participants of training programs will set the basis for future rigorous analysis of such interventions in the city of Salvador and provide more sustainability for the results expected from the TC. - 7 -,risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,6,6,"[{""page"": 6, ""w"": 612.0, ""h"": 792.0, ""rects"": [[419.38, 488.03, 464.01, 500.32], [248.35, 500.68, 280.74, 512.97], [108.0, 525.98, 147.14, 538.27], [209.64, 538.63, 268.95, 550.92], [235.2, 563.93, 293.56, 576.21], [108.0, 582.58, 182.58, 594.86], [108.0, 595.22, 522.0, 645.46]]}]"
TC_Document_Disclosure_85872_secV_chunk0,TC_Document_Disclosure_85872,secV,Executing agency and execution structure,0,"5.1 This TC will be executed by the Bank at the request of the beneficiary. The Division of Environment, Rural Development and Disaster Risk (CSD/RND) and the Division of Gender and Diversity (SCL/GDI), through their teams based in the Country Office of Brazil (CBR), will oversee execution. 5.2 In accordance with the Bank's Policy for Technical Cooperation (GN-2470-2) and the corresponding operational guidelines OP-619-4, the execution by the IDB considered the beneficiary's limited experience in the execution of technical cooperation of these characteristics and the unavailability of an operational structure for such execution within its structure. The technical nature of the proposed activities and characteristics of the funding also justify the execution by the Bank.",risk,"[""tourism_resilience_and_disaster_risk""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,7,7,"[{""page"": 7, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 91.01, 509.97, 141.25], [108.0, 147.61, 522.0, 223.14]]}]"
TC_Document_Disclosure_85872_secV_chunk1,TC_Document_Disclosure_85872,secV,Executing agency and execution structure,1,"5.3 The TC will be led by the Tourism and Gender and Diversity Specialists based at the IDB Country Office in Brazil and include members from the Gender and Diversity (GDI) team. The TC team will monitor its execution in collaboration with the technical team of the Secretariat of Culture and Tourism of Salvador. 5.4 All procurement to be executed under this Technical Cooperation will be included in the Procurement Plan and will be hired in compliance with the applicable Bank policies and regulations as follows: (a) Hiring of individual consultants, as established in the regulation on Complementary Workforce (AM-650) and (b) Contracting of services provided by consulting firms in accordance with the Corporate procurement Policy (GN-2303-33) and its Guidelines. 5.5 The TC will be executed in a period of 36 months.",risk,"[""sustainable_tourism_planning_and_zoning""]",SUSTAINABLE_TOURISM,train,TC Document - Disclosure_85872.pdf,7,7,"[{""page"": 7, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.0, 229.5, 522.01, 279.74], [108.0, 286.1, 522.01, 361.63]]}]"
